RECID,BIKETYPE,BIKEMAKE,BIKEMODEL,FIRSTYEAR,LASTYEAR,CAPACITY,OE_HANDLEBAR,OE_FCW,OE_RCW,FRONT_BRAKEPADS,REAR_BRAKEPADS,78_HANDLEBARS,TWINWALL,FATBAR,FATBAR36,GRIPS,CAM,OE_BARMOUNT,BARMOUNT28,BARMOUNT36,FCWGROUP,FCWCONV,RCWCONV,RCWGROUP,RCWGROUP_RANGE,TWINRING,OE_CHAIN,CHAINCONV,R1_CHAIN,R3_CHAIN,R4_CHAIN,RR4_CHAIN,CLIPON,RCWCARRIER,ACTIVE_HANDLECOMPARE
9828,6,YAMAHA,YFM 350X Warrior,1989,2003,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9829,6,YAMAHA,YFZ 350 Banshee,1987,1988,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9830,6,YAMAHA,YFZ 350 Banshee,1989,2006,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9831,6,YAMAHA,YFM 350 Raptor,2004,2013,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9832,6,YAMAHA,YFZ 450,2004,2005,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9833,6,YAMAHA,YFM 660 Raptor,2001,2005,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9834,6,YAMAHA,YFM700R Raptor,2006,2025,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9860,1,YAMAHA,XT 600E,1990,2003,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9861,1,YAMAHA,XT 600Z Tenere,1987,1988,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9862,1,YAMAHA,XT 600Z Tenere,1989,1990,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9863,1,YAMAHA,XJ 600 S Diversion,1992,2003,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9864,1,YAMAHA,XJ 600 N,1992,2003,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9865,1,YAMAHA,FZR 600,1989,1990,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9866,1,YAMAHA,FZR 600,1991,1993,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9868,1,YAMAHA,FZR 600R,1994,1995,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869,1,YAMAHA,YZF 600R,1996,2003,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9871,1,YAMAHA,FZS 600 Fazer,1998,2003,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9872,1,YAMAHA,FZ6 Fazer,2004,2009,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9876,1,YAMAHA,YZF-R6 (530 or 520 CONV),1999,2002,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9879,1,YAMAHA,YZF-R6 (530 or 520 CONV),2003,2005,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880,1,YAMAHA,YZF-R6,2006,2007,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9882,1,YAMAHA,MT-03 (660 Single),2006,2012,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9883,1,YAMAHA,SZR 660,1996,1997,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9884,1,YAMAHA,XT 660R,2004,2014,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9885,1,YAMAHA,XTZ 660 Tenere,1991,1995,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9886,1,YAMAHA,XTZ 660 Tenere,1996,1998,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9887,1,YAMAHA,XTZ 750 Super Tenere,1989,1995,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9893,1,YAMAHA,FZR 750 OW01 (530 & 520 CONV),1989,1992,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9896,1,YAMAHA,YZF 750 R & RRSP (530 & 520 CONV),1993,1997,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9897,1,YAMAHA,YZF-R7,1999,2001,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9901,1,YAMAHA,TDM 850,1999,2001,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9902,1,YAMAHA,TDM 900,2002,2013,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903,1,YAMAHA,TRX 850,1996,1999,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9905,1,YAMAHA,FZR 1000 (530 CONV),1987,1988,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9907,1,YAMAHA,FZR 1000 (530 CONV),1989,1995,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908,1,YAMAHA,FZS 1000 Fazer (FZ1),2001,2005,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9909,1,YAMAHA,FZ1/Fazer,2006,2007,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9911,1,YAMAHA,YZR 1000 Thunder Ace (530 CONV),1996,2002,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9913,1,YAMAHA,YZF-R1,1998,2003,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9914,1,YAMAHA,YZF-R1,2007,2008,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918,1,YAMAHA,FJ 1200,1986,1990,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919,1,YAMAHA,FJ 1200,1991,1995,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9920,1,YAMAHA,MT-01,2005,2006,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922,1,YAMAHA,XJR 1200 (530 CONV),1995,1998,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923,1,YAMAHA,XJR 1300,1999,2001,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924,1,YAMAHA,XJR 1300,2002,2003,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9925,1,YAMAHA,XJR 1300,2004,2006,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926,1,YAMAHA,XJR 1300,2007,2013,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931,1,HONDA,CBF 600/S/ABS,2008,2011,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9935,2,KTM,150 SX,2009,2012,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9936,2,KTM,505 SX-F/XC-F,2008,2009,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9938,1,DUCATI,Monster 695,2007,2008,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9939,1,DUCATI,Monster 696,2008,2015,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9940,1,DUCATI,848/ EVO/ EVO Corse (with D181 Carrier),2008,2013,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,1,DUCATI,1000 Sport /S/Paul Smart,2007,2010,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9942,1,DUCATI,1098 (with D182 Carrier),2007,2009,1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9943,1,DUCATI,Hypermotard 1100 /S (with D181 Carrier),2007,2009,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9944,1,DUCATI,Multistrada 1100/S (with D181 Carrier),2007,2009,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946,1,HONDA,CBR 1000RR,2011,2014,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9947,2,HUSQVARNA,TC 450,2006,2010,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9948,2,HUSQVARNA,TC 510,2007,2008,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9949,2,HUSQVARNA,TXC 250,2008,2009,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950,2,HUSQVARNA,TE 450,2006,2007,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9951,2,HUSQVARNA,TE 450,2008,2011,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9952,2,HUSQVARNA,TXC 450,2008,2011,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9953,2,HUSQVARNA,TE 510,2005,2006,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9954,2,HUSQVARNA,TXC 510,2008,2010,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955,2,HUSQVARNA,TE 610,2007,2007,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9957,1,KAWASAKI,Versys 650,2016,2021,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958,2,SUZUKI,RM-Z 450,2008,2009,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9959,1,SUZUKI,GSX-R600,2011,2014,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9961,1,SUZUKI,GSF 650/S Bandit,2007,2011,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9963,1,SUZUKI,GSX-R1000,2007,2008,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9964,1,SUZUKI,GSX 1300R Hayabusa,2013,2024,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9965,1,SUZUKI,GSX 1300BK B-King,2009,2011,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9966,1,TRIUMPH,Street Triple 675,2008,2012,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9967,2,YAMAHA,WR 250F,2008,2009,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9968,5,YAMAHA,WR 250R,2008,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9969,5,YAMAHA,WR 250XX/XY,2008,2011,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9970,1,YAMAHA,XT 660 Z Tenere,2008,2015,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974,2,KAWASAKI,KX 125,2004,2004,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9975,2,KAWASAKI,KX 125,2005,2005,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9976,2,KAWASAKI,KX 125,2006,2006,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9977,2,KAWASAKI,KX 125,2007,2007,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9978,2,KAWASAKI,KX 125,2008,2008,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9979,2,SUZUKI,RM 85,2005,2021,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9980,2,SUZUKI,RM 85L (19/16),2005,2019,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9981,2,SUZUKI,RM 250,1996,1997,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9982,2,YAMAHA,YZ 125,1998,1998,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9983,2,YAMAHA,YZ 125,2002,2002,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9984,2,YAMAHA,YZ 125,2005,2006,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9985,2,YAMAHA,WR 250F,2001,2002,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9986,2,YAMAHA,YZ 250,2003,2004,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9987,2,YAMAHA,YZ 250,2007,2007,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9988,2,YAMAHA,YZ 250F,2001,2002,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9989,2,YAMAHA,YZ 250F,2006,2006,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9990,2,YAMAHA,YZ 450F,2008,2009,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9991,2,KTM,125 EXC,2000,2003,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992,2,KTM,125 SX,2003,2003,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9993,2,KTM,200 EXC,2000,2003,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9994,2,KTM,450 EXC/XC/XC-W,2004,2008,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9995,2,SUZUKI,RM 250,2005,2005,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9996,2,SUZUKI,RM 250,2004,2004,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9997,2,YAMAHA,WR 250F,2007,2007,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9998,2,YAMAHA,YZ 250,2005,2006,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999,2,YAMAHA,WR 450F,2005,2006,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,2,YAMAHA,WR 450F,2007,2007,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001,2,YAMAHA,YZ 450F,2006,2007,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002,6,YAMAHA,YFM 250 Raptor,2008,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10005,6,YAMAHA,YFZ 450,2006,2006,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,2,YAMAHA,WR 250F,2005,2006,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,2,YAMAHA,YZ 450F,2005,2005,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,6,POLARIS,450S Outlaw,2007,2010,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009,6,POLARIS,525S Outlaw,2007,2011,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010,6,POLARIS,525IRS Outlaw,2007,2011,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,6,KTM,450 SX ATV,2008,2009,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,1,APRILIA,Shiver 750 SL,2007,2016,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,2,BMW,G450X,2008,2010,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015,1,HONDA,CBR 600RR,2009,2009,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016,1,KAWASAKI,ZX 1000 (ZX-10R),2008,2010,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017,1,SUZUKI,GSX 650F / ABS,2008,2016,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019,1,SUZUKI,SV 650S Sport,2008,2009,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021,1,TRIUMPH,Bonneville T100(OE 525 Chain),2007,2015,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10022,1,YAMAHA,YZF-R 125,2008,2014,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10023,1,YAMAHA,XJ6/ XJ6 Diversion/ ABS,2009,2014,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10024,1,YAMAHA,YZF-R1,2009,2014,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10025,1,APRILIA,Tuono / Racing,2006,2010,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026,1,DUCATI,Monster 1100 /S/EVO (with D181 Carrier),2009,2013,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10027,1,DUCATI,Streetfighter 1198 (with D182 Carrier),2009,2012,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10028,1,DUCATI,1198 (with D182 Carrier),2009,2011,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029,1,HONDA,CB 1000R / ABS,2008,2014,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030,1,KAWASAKI,Ninja 250R,2008,2012,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10031,1,KTM,LC8 Supermoto / R,2006,2008,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10032,1,KTM,990 Supermoto R,2010,2013,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10033,1,KTM,990 Super Duke / R,2008,2009,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10034,1,KTM,1190 RC-8,2008,2009,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10035,1,SUZUKI,GSX-R1000,2012,2014,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10037,2,KAWASAKI,KLX 450R,2009,2017,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10038,2,KTM,65 SX,2009,2010,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10039,2,KTM,105 SX,2007,2010,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040,6,YAMAHA,YFZ 450R,2009,2019,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10041,2,HUSABERG,FE 450E,2009,2013,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10042,6,YAMAHA,YFZ 450,2007,2016,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10043,2,KTM,50 SX,2010,2013,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10044,2,YAMAHA,TTR 230,2005,2021,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046,2,KAWASAKI,KLX 140,2008,2009,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047,2,KAWASAKI,KLX 140L,2008,2009,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10049,2,YAMAHA,YZ 250F,2010,2011,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10050,2,HONDA,CRF 250R,2010,2010,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051,2,HONDA,CRF 450R,2009,2017,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10052,2,KAWASAKI,KX 250F,2010,2010,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10053,2,KAWASAKI,KX 450F,2009,2012,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10054,2,HONDA,CRF 450R,2007,2008,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10056,2,SUZUKI,RMX 450Z,2010,2010,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10057,2,YAMAHA,YZ 250F,2007,2009,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10058,2,KTM,125 SX,2009,2012,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10059,2,KTM,144 SX,2008,2011,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10060,2,KTM,200 XC/XC-W,2009,2011,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10061,2,KTM,250 XC/XC-W,2009,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10062,2,KTM,300 XC/XC-W,2009,2013,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10063,2,KTM,250 XC-F/XC-F-W,2009,2010,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,2,KTM,400 XC-W,2009,2010,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065,2,KTM,450 XC-F (US),2009,2009,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10066,2,KTM,450 XC-W,2009,2009,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067,2,KTM,505 XC-F,2008,2009,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10068,2,KTM,530 XC-W,2009,2009,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069,2,KTM,150 XC,2010,2012,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10070,2,KTM,250 SX,2009,2012,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071,2,KTM,250 SX-F,2009,2012,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10072,2,KTM,450 SX-F,2009,2012,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073,2,KTM,450 XC-W,2010,2013,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074,2,KTM,530 XC-W,2010,2011,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10075,6,KTM,450 XC ATV,2009,2010,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10076,6,KTM,525 XC ATV,2010,2010,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10077,6,KTM,505 SX ATV,2010,2010,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078,6,YAMAHA,YFZ 450X,2010,2012,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10079,2,HUSABERG,FE 550,2006,2007,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080,2,HUSABERG,FE 650E,2006,2007,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081,2,HUSABERG,FE 570,2009,2012,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082,2,HUSABERG,FE 390,2010,2012,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10083,2,HUSABERG,FX 450,2010,2012,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084,2,YAMAHA,YZ 125,2008,2013,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10085,2,YAMAHA,WR 450F,2008,2009,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086,2,YAMAHA,YZ 250,2010,2020,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087,2,YAMAHA,YZ 450F,2012,2013,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10088,2,SUZUKI,RM-Z 250,2010,2012,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10089,2,SUZUKI,RM-Z 450,2010,2012,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090,2,KAWASAKI,KLX 110,2010,2017,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10091,5,KTM,530 EXC (Dual Sport),2008,2011,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092,5,KTM,450 EXC (Dual Sport),2008,2012,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093,2,KAWASAKI,KLX 250S,2009,2010,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10094,1,KAWASAKI,Z 1000,2012,2013,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10095,1,SUZUKI,SV 650S Sport,2010,2015,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096,1,KTM,1190 RC-8R,2010,2010,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10097,1,KTM,690 SMC,2008,2010,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098,1,KTM,690 Enduro R,2010,2018,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10099,1,KTM,690 Duke & R,2008,2011,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100,2,HUSQVARNA,TC 250 / R,2009,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105,6,SUZUKI,LT-Z 400,2009,2014,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106,1,DUCATI,Hypermotard 939 SP (with D181 Carrier),2017,2018,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107,1,DUCATI,Hypermotard 939 (with D181 Carrier),2017,2018,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108,1,DUCATI,Hypermotard 1100 /S/SP (with D181 Carrier),2010,2013,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109,1,HONDA,CBR 600RR,2010,2014,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111,1,KAWASAKI,ZX 600 (ZX-6R),2009,2009,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10112,1,KAWASAKI,ZX 600 (ZX-6R),2011,2014,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113,1,KTM,950 Super Enduro R,2007,2009,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114,2,KAWASAKI,KX 250F,2011,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115,2,KTM,350 SX-F,2010,2012,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116,2,KTM,250 XCF-W,2011,2012,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117,2,HONDA,CRF 250R,2011,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119,2,BETA,400RR,2010,2012,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,2,BETA,450RR,2010,2012,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121,2,BETA,520RR,2010,2011,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122,1,BMW,S1000RR,2010,2011,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10125,2,HUSQVARNA,WR 300,2009,2012,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126,2,HUSQVARNA,TE 310,2009,2010,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127,2,HUSQVARNA,TE 449,2011,2011,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128,2,HUSQVARNA,TE 511,2011,2011,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129,2,HUSQVARNA,TC 449,2011,2012,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131,2,HUSQVARNA,TE 510,2007,2010,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132,2,YAMAHA,WR 250F,2012,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133,2,YAMAHA,WR 450F,2012,2015,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134,2,HONDA,CRF 50,2011,2011,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,2,HONDA,CRF 70,2010,2011,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10136,6,YAMAHA,YFM 250 Raptor,2011,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138,2,HONDA,CRF 250R,2007,2009,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139,2,KTM,85 SX (17/14),2010,2010,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140,2,KTM,85 SX (19/16),2010,2010,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142,1,DUCATI,Hypermotard 796 (with D181 Carrier),2010,2012,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143,1,SUZUKI,GSX 1250FA,2010,2015,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144,1,APRILIA,RSV4/RSV4 Factory,2009,2014,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146,1,BMW,F650GS,2008,2011,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147,1,BMW,F800GS,2009,2016,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149,1,SUZUKI,SFV 650 Gladius,2009,2015,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150,5,YAMAHA,WR 125X/R,2009,2016,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151,1,APRILIA,Dorsoduro 750,2007,2016,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152,1,APRILIA,Tuono V4 / V4R / APRC,2011,2015,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153,1,APRILIA,Dursoduro 1200,2011,2011,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
