RECID,BIKETYPE,BIKEMAKE,BIKEMODEL,FIRSTYEAR,LASTYEAR,CAPACITY,OE_HANDLEBAR,OE_FCW,OE_RCW,FRONT_BRAKEPADS,REAR_BRAKEPADS,78_HANDLEBARS,TWINWALL,FATBAR,FATBAR36,GRIPS,CAM,OE_BARMOUNT,BARMOUNT28,BARMOUNT36,FCWGROUP,FCWCONV,RCWCONV,RCWGROUP,RCWGROUP_RANGE,TWINRING,OE_CHAIN,CHAINCONV,R1_CHAIN,R3_CHAIN,R4_CHAIN,RR4_CHAIN,CLIPON,RCWCARRIER,ACTIVE_HANDLECOMPARE
10913,2,HUSQVARNA,TE 300,2018,2018,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10914,2,HUSQVARNA,TE 300 & i,2018,2021,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10915,2,HUSQVARNA,TX 125,2018,2018,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10916,2,HUSQVARNA,TX 300,2018,2019,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10917,2,HUSQVARNA,TC 50 Mini,2018,2020,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10918,5,HUSQVARNA,FS 450,2018,2022,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10919,2,YAMAHA,YZ 85,2018,2018,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,1,HONDA,CB 300F,2018,2018,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10921,1,BMW,S1000R / S1000R Sport (Cast wheel) (from May 17),2017,2020,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10922,1,BMW,S1000RR Sport (Cast wheel) (from May 17),2017,2018,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10923,2,GAS GAS,EC 250/300,2018,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10924,2,GAS GAS,XC 250/300,2018,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10925,2,KAWASAKI,KLX 450R,2018,2018,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10926,1,KAWASAKI,Z 1000 & R,2015,2019,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10927,1,KAWASAKI,Z 900RS & Cafe,2018,2023,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10928,1,KAWASAKI,Ninja 400,2018,2024,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10929,1,HONDA,CMX 500 & Rebel Touring,2017,2025,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10930,1,TRIUMPH,Thruxton 1200,2016,2017,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10931,1,HONDA,CMX 300,2018,2024,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10932,1,HONDA,CBR 600RR,2018,2020,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10934,1,HONDA,CTX700,2018,2018,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10935,1,HONDA,CBR 1000S,2018,2019,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10936,1,APRILIA,RSV 4 1000 Racing Factory LE,2016,2016,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10937,1,APRILIA,RSV 4 1000 Racing Factory LE,2017,2017,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10938,1,APRILIA,RSV 4 1000 RR,2017,2017,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10939,1,APRILIA,Tuono V4 1100 Factory,2017,2017,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,1,APRILIA,Tuono V4 1100 RR,2017,2018,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10941,1,KTM,1290 Super Duke R,2018,2022,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10942,1,KTM,1290 Super Duke GT,2018,2021,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10943,1,KTM,1290 Super Adventure / R / S,2018,2021,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10944,1,HUSQVARNA,701 Supermoto,2017,2020,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10945,1,HUSQVARNA,701 Enduro & LR,2017,2024,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10946,2,KTM,Freeride E-XC NG,2018,2018,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10947,2,KTM,250F Freeride,2018,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10948,2,KTM,300 XC-W,2016,2016,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10949,1,DUCATI,Panigale V4,2018,2024,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10950,1,DUCATI,Multistrada 1260,2018,2020,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10951,1,APRILIA,Caponord 1200 & Rally,2014,2017,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10952,1,BMW,F700GS,2017,2018,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10953,1,BMW,F800GS,2017,2018,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10954,1,BMW,F750GS,2018,2021,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10955,1,BMW,F850GS,2018,2022,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10957,1,APRILIA,Dorsduro 900,2018,2020,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10958,1,TRIUMPH,Street Triple 765 R From VIN 806646,2018,2020,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10959,1,TRIUMPH,Street Triple 765 RS From VIN 800262,2018,2020,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10960,1,TRIUMPH,Tiger 800 XCA,2018,2018,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10961,1,TRIUMPH,Tiger 800 XCX Upto VIN: 674841,2018,2018,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10962,1,TRIUMPH,Tiger 800 XRT From Vin: 855532,2018,2018,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10963,1,TRIUMPH,Tiger 800 XRX From Vin: 855532,2018,2018,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10964,1,TRIUMPH,Tiger 800 XR From VIN: 674842,2018,2018,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10965,1,TRIUMPH,Rocket III,2010,2018,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10966,1,KAWASAKI,Versys 650,2015,2015,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10967,1,SUZUKI,GSX-R1000R,2018,2018,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10968,2,YAMAHA,YZ 65,2018,2021,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10969,1,SUZUKI,GSX-S1000 & F,2018,2020,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,2,YAMAHA,YZ 250F,2019,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10971,2,HONDA,CRF 450R,2019,2021,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10972,1,HONDA,CB 300F,2019,2019,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10973,2,HONDA,CRF 230F,2019,2019,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10974,2,HONDA,CRF 450RX,2019,2021,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,2,HONDA,CRF 450RWE,2019,2021,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10976,2,YAMAHA,YZ 85,2019,2021,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10977,2,SUZUKI,RM-Z 450,2018,2020,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10978,1,YAMAHA,MXT 850 Niken,2018,2019,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10979,2,KAWASAKI,KX 450,2019,2020,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,2,KAWASAKI,KLX 450R,2019,2020,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10981,2,KTM,250 SX-F,2019,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10982,2,KTM,250 XC-W TPI,2019,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10983,2,KTM,300 XC-W TPI,2019,2019,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10984,2,HUSQVARNA,FC 250,2019,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10985,2,HUSQVARNA,FC 450,2019,2019,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10986,2,HUSQVARNA,TC 125,2019,2019,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10987,2,HUSQVARNA,TC 250,2019,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10988,2,YAMAHA,YZ 450FX,2019,2021,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10989,1,HONDA,CB 1000R & A,2018,2024,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,2,HONDA,CRF 250R,2019,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10991,5,HONDA,CRF 450L,2019,2019,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10992,2,HONDA,CRF 250RX,2019,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10993,1,HONDA,RC213V,2016,2016,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10995,2,BETA,X-Trainer 300,2015,2017,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10996,2,BETA,X-Trainer 300,2018,2018,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10997,2,HONDA,CRF 450X,2019,2021,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10998,2,BETA,RR 2t Enduro 250,2017,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10999,2,BETA,RR 2t Enduro 300,2017,2017,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,2,YAMAHA,WR 450F,2019,2021,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,1,KAWASAKI,Z 125,2019,2024,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002,1,KAWASAKI,Ninja 125,2019,2024,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003,2,KAWASAKI,KLX 110 & L & R,2019,2021,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004,1,KTM,790 Duke,2019,2023,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11005,2,BETA,300RR 2 Stroke,2016,2018,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11006,2,KTM,Freeride E-XC,2019,2020,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11007,5,KTM,690 Enduro R,2019,2020,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11008,2,KTM,250 XC-F,2019,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11009,2,GAS GAS,EC 200,2019,2019,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010,2,GAS GAS,EC 250,2019,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11011,2,GAS GAS,EC 300,2019,2019,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11012,2,GAS GAS,XC 200,2019,2019,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11013,2,GAS GAS,XC 250,2019,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11014,2,GAS GAS,XC 300,2019,2019,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11015,2,GAS GAS,EC 200,2018,2018,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11016,2,GAS GAS,EC 250,2018,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11017,2,GAS GAS,EC 300,2018,2018,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11018,2,GAS GAS,XC 200,2018,2018,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11019,2,GAS GAS,XC 250,2018,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11020,2,GAS GAS,XC 300,2018,2018,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11021,2,GAS GAS,Enduro GP 250,2018,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11022,2,GAS GAS,Enduro GP 300,2018,2018,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11023,2,GAS GAS,TXT GP 125,2018,2018,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11024,2,GAS GAS,TXT GP 250,2018,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11025,2,GAS GAS,TXT GP 280,2018,2018,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11026,2,GAS GAS,TXT GP 300,2018,2018,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11027,2,GAS GAS,TXT 125 Racing,2018,2018,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11028,2,GAS GAS,TXT 250 Racing,2018,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11029,2,GAS GAS,TXT 280 Racing,2018,2018,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11030,2,GAS GAS,TXT 300 Racing,2018,2019,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031,2,GAS GAS,TXT 125 Racing,2017,2017,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11032,2,GAS GAS,TXT 250 Racing,2017,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11033,2,GAS GAS,TXT 280 Racing,2017,2017,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11034,2,GAS GAS,TXT 300 Racing,2017,2017,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11035,2,HONDA,CRF 250F,2019,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11036,1,NORTON,961 Street Limited Edition,2018,2019,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11037,1,DUCATI,Monster 1200,2018,2020,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11038,1,DUCATI,Monster S,2018,2020,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11039,1,DUCATI,Hypermotard 950,2019,2022,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11040,1,DUCATI,Multistrada 950,2019,2021,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11041,1,DUCATI,Panigale 959,2019,2019,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11142,1,TRIUMPH,Tiger 800 XCA,2016,2017,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11143,1,TRIUMPH,Street Triple 675 From VIN 560477,2016,2016,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11144,1,TRIUMPH,Street Triple 675 R From VIN 560477 to 806645,2015,2017,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11145,2,HUSQVARNA,FC 450,2020,2021,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11146,2,HUSQVARNA,FC 350,2020,2020,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147,2,HUSQVARNA,FX 350,2020,2021,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148,2,HUSQVARNA,TC 250,2020,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149,2,HUSQVARNA,TC 125,2020,2021,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11150,2,KAWASAKI,KX 250,2019,2020,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11151,1,TRIUMPH,Street Cup From VIN 914448,2018,2019,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11152,1,DUCATI,Monster 821 / Stealth,2017,2021,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11153,1,KAWASAKI,Z 400,2019,2023,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11154,2,HUSQVARNA,FE 250,2020,2020,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11155,2,HUSQVARNA,FE 350 & S,2020,2021,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11156,2,HUSQVARNA,FE 450,2020,2021,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157,2,HUSQVARNA,FR 450 Rally,2020,2021,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11158,2,HUSQVARNA,FE 501,2020,2020,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11159,2,HUSQVARNA,FE 501s,2020,2021,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11160,2,HUSQVARNA,TX 300i,2020,2021,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11161,2,HUSQVARNA,TE 250 & i,2020,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11162,2,HUSQVARNA,TE 150i,2020,2020,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11163,1,HONDA,CB 300R,2019,2024,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11164,2,HONDA,CRF 125F A,2018,2021,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11165,2,KAWASAKI,KX 85,2020,2020,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11166,2,KAWASAKI,KX 85-ll,2020,2020,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11167,2,KAWASAKI,KX 65,2020,2020,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11168,1,SUZUKI,SV 650,2019,2023,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11169,1,SUZUKI,SV 650X,2019,2025,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11170,2,SUZUKI,RM-Z 250,2019,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11171,1,SUZUKI,GSX-S1000 Katana,2019,2025,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11172,1,YAMAHA,XTZ 690 Tenere 700,2020,2024,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11173,2,YAMAHA,YZ 450F,2020,2020,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11174,2,KAWASAKI,KX 100,2020,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11175,2,KAWASAKI,KLX 300R,2020,2021,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11176,2,KAWASAKI,KLX 250,2020,2020,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11177,1,KAWASAKI,ZX 636 (ZX-6R),2019,2025,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11178,2,KTM,250 SX,2020,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11179,2,KTM,450 SX-F,2020,2021,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11180,2,KTM,125 SX,2020,2021,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11181,2,KTM,250 SX-F,2020,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11182,2,KTM,50 SX,2020,2020,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11183,2,KTM,85 SX (17/14),2020,2020,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11184,2,KTM,150 EXC & TPI,2020,2021,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11185,2,KTM,350 XCF-W (US),2020,2021,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11186,2,KTM,450 EXC-F,2020,2020,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11187,2,KTM,450 XC-F (US),2020,2021,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11188,2,KTM,300 XC-W TPI,2020,2020,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11189,2,KTM,300 XC TPI,2020,2021,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11190,2,KTM,500 EXC-F,2020,2020,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11191,2,KTM,500 XCF-W,2020,2020,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11192,1,APRILIA,RSV 4 1000 RR,2018,2019,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11193,1,BMW,R nine T Pure,2017,2019,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11194,1,KAWASAKI,Versys 1000 & S & SE,2020,2024,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11195,1,KAWASAKI,Z 1000,2020,2023,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11196,1,KAWASAKI,ZX-10R SE,2020,2020,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11197,1,KAWASAKI,Z 1000 R,2020,2021,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11198,1,HONDA,CB 500X,2019,2021,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11199,1,HONDA,CB 500F,2019,2021,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200,1,HONDA,CBR 500R (&RA),2019,2021,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11201,1,HONDA,CBR 650R,2019,2023,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11202,1,HONDA,XR 650L,2019,2025,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11203,1,HONDA,CBR 300R,2017,2022,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11204,1,HONDA,CB 650F,2019,2019,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11205,2,KAWASAKI,KLX 230 & R,2020,2021,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11206,2,SHERCO,250 SE-R,2016,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11207,2,SHERCO,250 SEF-R,2017,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11208,2,SHERCO,125 SE-R,2018,2021,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11209,2,SHERCO,250 SE-R,2019,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11210,2,SHERCO,500 SEF-R,2019,2019,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11211,2,YAMAHA,YZ 125X,2020,2020,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11212,6,YAMAHA,YFZ 450R,2020,2025,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11213,2,SHERCO,450 SEF-R,2019,2019,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11214,2,SHERCO,250 SEF-R,2019,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11215,2,SHERCO,125 SC-R,2019,2019,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11216,2,SHERCO,125 SC-R,2019,2019,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11217,2,SHERCO,250 SCF-R,2019,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11218,2,SHERCO,450 SCF-R,2019,2019,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11219,2,SHERCO,500 SCF-R,2019,2019,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11220,2,YAMAHA,WR 250F,2020,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11221,1,HONDA,CB 650R,2019,2023,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11222,1,DUCATI,Hypermotard 950 SP,2020,2022,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11223,1,DUCATI,Panigale V4  S & SP,2020,2023,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11224,1,HONDA,CB1100 RS 5Four,2020,2020,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11225,2,YAMAHA,YZ 450FX,2018,2018,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11226,2,YAMAHA,YZ 250FX,2018,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11227,1,MARCHESINE,76 x 100 PCD,2000,2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11228,1,MARCHESINE,78 x 98 PCD,2000,2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11229,1,OZ RACING,78 x 98 PCD,2000,2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11230,1,BST CARBON,76 x 100 PCD,2000,2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11231,1,PVM,70 x 96 PCD,2000,2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11232,1,CORROZZERIA,Forged Wheels,2000,2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11233,5,KTM,690 SMC R,2020,2023,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11234,1,DUCATI,Panigale V4 25 Anni,2020,2020,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11235,1,DUCATI,Panigale V2 ( inc Bayliss 1st anniversary),2020,2025,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11236,1,KTM,790 Adventure / Adventure R,2020,2020,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11237,1,YAMAHA,TDR 250,1988,1991,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11238,1,YAMAHA,TZR 250,1987,1991,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11239,2,KAWASAKI,KX 85 (19/16),2001,2019,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11240,2,KAWASAKI,KX 85,2014,2021,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11241,2,KAWASAKI,KX 100,2014,2021,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11242,1,HONDA,CBR 600R,2020,2020,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11243,2,GAS GAS,TXE,2019,2019,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11244,2,YAMAHA,YZ 450F,2021,2021,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11245,2,YAMAHA,YZ 250,2021,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11246,2,YAMAHA,YZ 125,2021,2021,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11247,2,HUSQVARNA,FC 350,2021,2021,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11248,2,HUSQVARNA,TC 65,2021,2021,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249,2,HUSQVARNA,TC 50 & Mini,2021,2021,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11250,2,HUSQVARNA,TC 85 17/14,2021,2021,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11251,2,HUSQVARNA,TC 85 19/16,2021,2021,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252,2,HUSQVARNA,FE 501 US,2021,2021,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11253,2,HUSQVARNA,FE 501 EU,2021,2021,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11254,2,HUSQVARNA,FE 250,2021,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
